Frames#,Latency (ms)
1442,52256.2844
1443,52338.3679
1444,52420.3548
1445,49097.0229
1446,52476.7062
1447,49159.2934
1448,49241.3754
1449,52519.783
1450,52601.6389
1451,52683.6757
1452,49264.5032
1453,52745.783
1454,52827.1838
1455,49306.6247
1456,52889.5673
1457,52971.6515
1458,49349.5717
1459,49431.6813
1460,49514.0434
1461,52996.3109
1462,49577.0612
1463,53059.7584
1464,53142.559
1465,53225.0926
1466,49602.1832
1467,53288.0573
1468,53369.8671
1469,53452.1539
1470,53534.4111
1471,53616.8365
1472,53699.1237
1473,49569.4254
1474,53762.5861
1475,53845.1864
1476,53927.6596
1477,54010.1984
1478,54092.5627
1479,54175.0526
1480,49537.5852
1481,54237.5128
1482,49600.0283
1483,54300.222
1484,49661.8347
1485,49743.9542
1486,49826.2409
1487,54322.0027
1488,54401.237
1489,49861.86
1490,54459.0164
1491,54540.9221
1492,49903.8802
1493,54603.2046
1494,49966.2382
1495,54665.3187
1496,54747.3653
1497,54829.2322
1498,49988.6293
1499,50070.7352
1500,54872.5708
1501,50133.6094
1502,50215.211
1503,54915.55
1504,54997.9982
1505,50258.8866
1506,55061.1671
1507,50321.9604
1508,50404.232
1509,50486.4891
1510,50568.6396
1511,50650.9338
1512,55047.0837
1513,55132.4182
1514,55214.2295
1515,55296.6497
1516,50656.2518
1517,55360.082
1518,55442.2124
1519,55524.6934
1520,50680.7563
1521,50763.1314
1522,55568.4341
1523,55650.7374
1524,50807.4884
1525,50889.7763
1526,55694.8869
1527,55777.3298
1528,55859.859
1529,55942.4202
1530,56024.6946
1531,56107.2604
1532,56187.9699
1533,50834.1689
1534,50916.6209
1535,50997.6194
1536,51078.345
1537,56174.5163
1538,56247.6256
1539,51097.1771
1540,51179.2803
1541,51262.233
1542,51344.4647
1543,51426.86
1544,51508.9464
1545,56210.9368
1546,56292.9725
1547,56375.1587
1548,56457.1677
1549,51512.7592
1550,56520.1156
1551,51575.6183
1552,51657.8743
1553,51739.9176
1554,56544.1564
1555,51802.4902
1556,56606.8512
1557,56689.0259
1558,56771.3005
1559,56853.374
1560,56935.7975
1561,51788.1944
1562,51870.6183
1563,56979.963
1564,51933.8828
1565,57042.8342
1566,51996.6357
1567,57105.2641
1568,52059.4703
1569,52141.5249
1570,52223.6579
1571,57129.5903
1572,57211.9226
1573,52267.4084
1574,52349.821
1575,57218.2995
1576,57300.7664
1577,52356.241
1578,52438.6206
1579,52520.9068
1580,57326.0585
1581,57408.6325
1582,52565.7001
1583,52648.0294
1584,52729.7849
1585,52812.4448
1586,57414.422
1587,52875.9277
1588,57475.7585
1589,57557.9088
1590,57639.354
1591,57721.3466
1592,52877.6532
1593,57783.8966
1594,57866.5092
1595,57948.1635
1596,52901.8412
1597,52984.3457
1598,53066.8193
1599,57976.3026
1600,58058.2306
1601,58140.0722
1602,58221.9759
1603,58304.2506
1604,53051.9692
1605,53131.5798
1606,53213.4103
1607,58324.5789
1608,58406.8335
1609,58488.8092
1610,58570.6868
1611,53216.9371
1612,53298.6653
1613,53381.176
1614,53463.2269
1615,58574.0804
1616,53524.9317
1617,53606.2432
1618,53688.2963
1619,53768.4565
1620,58571.7424
1621,58642.0867
1622,53792.2155
1623,53873.5178
1624,58679.5211
1625,53935.2221
1626,54016.4806
1627,54098.115
1628,58700.2718
1629,54160.8709
1630,58761.9583
1631,54222.4632
